23902	54222	0
51365	41096	0
6253	52992	1
126492	711	0
261037	3023	0
64625	10752	0
169414	73549	0
6662	5429	0
263560	289	1
219683	8396	1
133747	1143	0
94242	67561	0
96440	13376	1
251242	2472	0
167478	56363	0
250509	8396	1
220499	32022	0
142555	71016	0
223816	65508	0
95359	30743	1
150316	78556	1
185771	68859	0
60445	56830	0
256844	72329	1
188430	16130	0
98391	69943	0
155824	59338	1
63625	27741	1
47860	31312	1
275439	26885	1
49109	74963	1
104550	32732	1
2977	73913	1
55927	75153	0
153513	37858	1
234921	27191	0
98278	4046	1
95359	10422	1
49900	65325	0
221705	47739	1
123215	9185	0
13280	32363	1
56399	56083	0
22365	31706	1
185402	56417	0
61429	24493	0
270091	1872	1
151991	64506	1
17950	51721	1
176256	37576	0
3827	49296	1
145003	58331	0
39773	19215	1
182527	75956	0
58594	77065	0
204864	17726	1
132930	59730	1
212539	22029	0
276017	49152	1
115692	25171	1
204864	54064	0
174326	75493	0
81977	49782	0
167800	74100	1
251394	20096	0
19381	8001	0
240745	42039	0
144255	59549	1
150979	50199	0
54622	739	0
228681	74613	1
1848	60227	1
15418	27794	0
249140	33581	1
29570	34513	0
7056	58088	1
180802	2062	0
141541	8402	1
203240	70783	0
217120	240	0
83135	41178	0
236504	49855	0
105979	10590	1
73681	27036	0
182117	49427	0
125039	57662	0
105517	69281	1
215787	21696	1
30461	38327	0
30735	10421	1
268300	19249	1
146113	74996	1
152409	67129	0
24188	36434	0
128835	51206	1
159858	48462	0
178597	55222	0
173291	73768	1
204501	7035	1
164348	29331	1
25966	25619	0
46154	35260	0
23288	25239	0
56748	39489	1
12362	68817	1
272239	32509	0
152282	46295	1
85367	64448	0
100906	56940	0
69078	6659	0
61296	9495	0
86819	27759	1
16795	55807	0
31391	723	1
241717	22033	1
117557	18434	1
141444	31734	1
166922	64795	0
88733	63632	0
28666	75124	0
123981	7154	0
69078	62315	1
145195	38685	1
136746	63476	0
153662	65496	0
100846	55324	1
238541	64976	1
118414	12518	0
114581	43404	0
266865	45929	0
57976	13796	0
23902	10041	0
102891	49815	1
4334	7580	0
14580	62627	0
230241	9073	1
270737	72365	1
113663	47329	0
223816	7822	0
142524	24577	0
226965	17303	0
6543	51298	0
212849	7572	0
127129	57588	1
94347	4988	1
39345	47707	1
27647	78665	0
2891	70317	0
117068	36841	1
39662	25750	1
153950	58909	1
205145	38716	1
259260	31962	1
120579	49838	0
170073	38448	0
41364	63387	1
12817	23716	0
81597	20908	0
224997	61841	0
68561	33526	1
41760	60959	0
67131	57052	1
141958	26189	0
277195	51947	1
95932	72541	0
170724	66443	1
220877	16382	0
139243	72827	0
133557	38685	1
266056	620	1
85367	30766	1
28865	42899	1
120181	59315	0
7860	13685	1
104144	9867	0
127131	2121	0
232778	73449	0
39467	36977	0
16795	68358	1
33307	70970	1
143964	19396	0
75591	70507	0
129716	4131	1
181084	52047	1
129084	50706	0
247447	35099	1
171118	15733	0
60707	34409	0
170742	71512	0
11676	59167	1
229084	59984	0
123430	46869	1
228169	13265	1
168883	47769	0
121233	52545	0
173415	27820	1
104125	30253	1
100644	37129	1
210914	53201	1
156651	25785	0
189766	41277	0
193458	10031	1
138844	76211	1
135653	52368	0
78973	35099	1
220300	43757	0
127668	18219	0
238358	74009	0
250962	64341	0
76499	77090	0
78553	42163	0
190741	10494	1
31379	48827	0
123981	34214	1
30120	57197	0
11944	50521	1
99955	17189	1
234623	35621	0
68886	39152	1
141460	15177	1
104636	41906	0
163225	38431	1
82869	31421	0
77825	43644	1
259372	36889	1
94263	22275	1
226205	27470	0
71712	5023	0
276165	64279	1
258614	64090	1
144127	21007	0
39195	77489	1
197659	33048	0
189412	72119	1
85905	12947	1
243700	75306	1
201684	44967	1
233876	52083	0
126388	11474	0
177233	27260	1
47975	32974	1
136252	68817	1
179739	77110	1
55927	235	1
213119	18052	0
268556	45152	1
152942	39582	1
139467	42096	0
144229	75273	0
56399	76368	1
12576	68089	0
227812	30204	0
88283	44563	1
55155	13787	1
144038	9665	0
241791	52657	1
114368	65617	1
135149	32585	1
171118	7920	1
261025	55977	0
213150	55163	0
225763	52613	1
193668	71844	1
114592	37931	1
163533	48621	1
70415	26869	0
106007	74298	0
3757	71861	1
30964	76323	0
216012	51588	1
193610	12950	0
162590	69732	0
174304	33594	0
47807	60692	1
23280	18752	1
23288	51198	1
232708	3036	0
153042	14500	1
41645	11907	1
2977	13741	0
80071	24396	1
176852	30426	0
119107	51875	1
263325	58572	1
58236	21120	0
237534	56426	1
46909	53142	1
260944	39738	0
149907	36345	1
108740	42023	1
81412	40178	0
271705	55013	1
163488	35431	1
256732	28006	1
26424	44326	0
152971	1426	0
59172	69814	1
32773	33594	0
36327	6483	0
78783	28553	0
36606	62638	1
270838	37511	0
121985	7459	1
244953	42996	1
270069	77411	1
217012	45514	0
